strategy,plane_bytes,k,n,logical_bytes,overfetch_factor,block,grid,warmup,iters,ms_per_iter,logical_GBps,device,sm,cc_major,cc_minor
byte,2,1,100000000,200000000,1.000,256,792,10,1000,0.222700,898.070,NVIDIA H200,132,9,0
byte,2,2,100000000,400000000,1.000,256,792,10,1000,0.415133,963.547,NVIDIA H200,132,9,0
byte,2,3,100000000,600000000,1.000,256,792,10,1000,0.442378,1356.306,NVIDIA H200,132,9,0
byte,2,4,100000000,800000000,1.000,256,792,10,1000,0.323339,2474.185,NVIDIA H200,132,9,0
