strategy,plane_bytes,k,n,logical_bytes,overfetch_factor,block,grid,warmup,iters,ms_per_iter,logical_GBps,device,sm,cc_major,cc_minor
rowpack4,1,4,100000000,400000000,1.000,256,1056,0,1,3866.553955,0.103,NVIDIA H200,132,9,0
