strategy,plane_bytes,k,n,logical_bytes,overfetch_factor,block,grid,warmup,iters,ms_per_iter,logical_GBps,device,sm,cc_major,cc_minor
byte,1,8,1000000,8000000,1.000,256,1056,0,1,3672.541260,0.002,NVIDIA H200,132,9,0
